sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
252,0.19347,3694.4,4499.9,9.2915,26.731,42.544,2692.5,74.934,120.54,0.3353,80.409,49.471,2621.2,26.819,50.958,3092.7,22.968,66.248,238.99,339.41,94.6,77.697,32.404,8.8491,26.403,7.0679,18.935,1.6322,33.212,13.845,23.633,1.2238,18.557,2.2567,4.696,2.3357,0.0059833,0.81551,0.089039,53.663,43.782,63.702,54.638,19.252,61.803,21.381,40.187,36.543,48.75,50.126,45.652,18.047
253,0.22106,3626.2,4464.3,9.2457,27.24,42.112,2696.4,75.407,120.5,0.3359,80.928,50.13,2625.1,25.253,51.486,3094.1,22.332,66.328,238.07,339.09,94.721,77.931,31.839,8.8469,26.289,6.8579,18.788,1.614,32.812,13.881,23.94,1.397,18.975,2.2764,4.8901,2.2967,0.0059833,0.81551,0.089039,53.663,43.782,62.121,54.274,21.662,60.095,22.114,40.191,38.484,49.973,50.101,45.837,19.499
254,0.22001,3602.6,4501.1,9.4001,26.866,42.668,2694.0,75.872,120.42,0.33437,80.698,50.165,2622.1,24.773,49.135,3094.0,22.664,66.434,239.14,338.77,94.68,77.288,31.839,8.8469,26.289,6.8579,18.788,1.614,32.812,13.881,23.94,1.397,18.975,2.2764,4.8901,2.2967,0.0059833,0.81551,0.089039,53.663,43.782,62.528,53.833,21.765,59.359,21.218,40.378,38.585,44.531,49.894,44.034,18.743
255,0.27637,3657.8,4554.1,9.4339,26.912,42.558,2692.7,76.497,120.35,0.34059,80.355,49.469,2620.6,24.392,50.408,3093.1,22.097,66.389,237.49,338.86,94.799,77.05,32.104,8.8635,26.601,6.7946,18.719,1.6404,32.723,13.936,24.008,1.2968,18.898,2.2978,4.978,2.3338,0.0059833,0.81551,0.089039,53.663,43.782,63.343,53.544,27.092,58.544,21.231,40.62,36.538,47.478,49.935,42.502,20.121
256,0.27616,3675.8,4515.9,9.3764,26.665,42.018,2692.1,74.833,120.32,0.34071,80.147,50.296,2619.8,24.848,51.311,3092.8,21.75,66.28,238.86,339.21,94.667,76.991,32.104,8.8635,26.601,6.7946,18.719,1.6404,32.723,13.936,24.008,1.2968,18.898,2.2978,4.978,2.3338,0.018317,0.83924,0.10341,53.286,44.283,63.033,54.001,27.112,62.068,21.136,40.604,38.972,49.569,49.467,40.811,20.971
257,0.25298,3664.8,4548.6,9.3535,27.104,42.178,2693.6,75.395,120.28,0.34665,80.087,49.7,2621.7,24.017,48.541,3093.0,22.203,66.144,235.99,339.01,94.656,77.348,31.247,8.8781,26.493,6.6435,18.294,1.6683,32.728,13.84,23.877,1.482,19.041,2.2932,5.0032,2.3066,0.018317,0.83924,0.10341,53.286,44.283,63.83,53.784,24.806,61.422,21.557,41.5,37.216,43.157,49.524,39.12,19.888
258,0.25386,3732.3,4497.8,9.4063,26.689,42.413,2694.6,74.462,120.3,0.34988,80.141,51.089,2623.0,25.459,48.531,3094.8,22.391,66.068,237.96,339.24,94.477,77.177,31.247,8.8781,26.493,6.6435,18.294,1.6683,32.728,13.84,23.877,1.482,19.041,2.2932,5.0032,2.3066,0.018317,0.83924,0.10341,53.286,44.283,62.668,54.391,24.72,62.228,21.581,41.105,41.303,43.135,49.15,37.855,19.462
259,0.3408,3730.7,4562.8,9.2317,26.918,42.368,2697.9,74.673,120.37,0.33526,80.214,50.415,2625.4,26.489,49.629,3098.6,22.978,66.036,237.28,339.15,94.454,77.268,31.571,8.9273,26.269,6.8764,18.911,1.66,32.346,13.838,24.016,1.2571,18.888,2.3028,4.8233,2.2669,0.018317,0.83924,0.10341,53.286,44.283,64.176,54.702,33.523,62.105,21.549,40.419,39.322,45.676,49.012,39.356,18.061
260,0.33852,3754.6,4630.2,9.3957,26.88,42.614,2699.2,76.038,120.4,0.33771,80.334,51.62,2627.9,25.766,50.232,3100.4,23.04,66.044,235.51,339.1,94.33,77.668,31.571,8.9273,26.269,6.8764,18.911,1.66,32.346,13.838,24.016,1.2571,18.888,2.3028,4.8233,2.2669,0.018317,0.83924,0.10341,53.286,44.283,63.765,53.896,33.747,59.762,21.446,40.12,42.868,47.072,48.97,39.912,17.884
261,0.31806,3681.0,4517.2,9.2898,26.945,42.545,2696.9,74.576,120.44,0.33588,80.326,51.298,2624.9,25.806,50.416,3098.6,22.333,66.055,235.23,339.08,94.403,76.894,32.237,8.927,26.315,7.0014,18.81,1.676,32.439,13.808,23.613,1.1941,18.777,2.2852,4.8088,2.3177,0.01632,0.82153,0.10267,53.655,44.486,63.102,53.762,31.186,61.991,21.208,40.313,41.921,47.498,49.385,41.17,19.611
262,0.31998,3699.8,4504.2,9.2563,27.304,42.173,2695.1,75.014,120.47,0.33562,80.168,50.041,2623.3,27.185,49.507,3095.8,23.129,66.034,238.14,339.46,94.591,77.391,32.237,8.927,26.315,7.0014,18.81,1.676,32.439,13.808,23.613,1.1941,18.777,2.2852,4.8088,2.3177,0.01632,0.82153,0.10267,53.655,44.486,62.78,53.918,30.998,62.479,21.554,40.345,38.221,45.392,49.186,42.425,17.708
263,0.25684,3644.5,4494.9,9.4011,26.773,42.349,2695.7,75.478,120.48,0.33169,80.445,49.791,2624.2,26.309,51.277,3095.1,22.208,66.062,238.15,339.37,94.623,77.645,32.106,9.0242,26.086,7.0306,19.129,1.6499,32.502,13.698,23.414,1.2309,19.419,2.271,4.892,2.2587,0.01632,0.82153,0.10267,53.655,44.486,62.581,54.264,25.116,60.34,21.555,40.008,37.484,49.49,49.241,43.321,19.862
264,0.25511,3627.4,4521.0,9.421,27.108,42.428,2694.1,76.014,120.46,0.33229,80.561,50.341,2622.1,24.89,49.602,3095.0,22.513,66.161,235.56,338.88,94.766,77.501,32.106,9.0242,26.086,7.0306,19.129,1.6499,32.502,13.698,23.414,1.2309,19.419,2.271,4.892,2.2587,0.01632,0.82153,0.10267,53.655,44.486,62.875,53.952,25.286,59.173,21.447,39.935,39.103,45.614,49.523,44.111,19.132
265,0.26869,3647.5,4516.3,9.3675,26.736,42.382,2692.8,75.184,120.46,0.32051,80.424,49.747,2620.9,27.36,50.095,3092.5,23.848,66.203,234.75,339.69,94.627,77.447,32.348,8.8738,26.625,6.8353,19.144,1.6625,32.942,13.813,23.743,1.1275,18.997,2.2621,4.8136,2.2263,0.01632,0.82153,0.10267,53.655,44.486,62.147,53.193,26.481,62.67,21.636,38.333,37.356,46.753,49.646,43.998,15.968
266,0.26948,3647.9,4464.0,9.4834,26.591,42.134,2695.3,75.122,120.47,0.32206,80.64,50.55,2624.0,24.798,50.27,3092.9,23.352,66.213,236.22,339.54,94.883,77.495,32.348,8.8738,26.625,6.8353,19.144,1.6625,32.942,13.813,23.743,1.1275,18.997,2.2621,4.8136,2.2263,0.025637,0.84719,0.10594,54.768,43.817,62.139,53.818,26.403,59.178,21.783,38.144,39.718,47.16,49.103,45.1,17.135
267,0.24361,3671.7,4485.7,9.3661,26.911,42.467,2692.9,74.979,120.5,0.33033,80.61,49.101,2621.1,24.406,49.042,3092.8,23.49,66.266,234.38,339.38,94.686,77.214,31.681,8.9214,26.62,6.8257,19.176,1.659,33.169,13.902,23.622,1.2268,19.212,2.2596,5.0025,2.3708,0.025637,0.84719,0.10594,54.768,43.817,63.395,53.462,24.254,61.384,21.494,40.118,35.454,44.317,49.113,47.184,16.81
268,0.24424,3652.4,4450.5,9.2634,26.895,42.662,2688.3,74.216,120.5,0.3345,80.281,50.321,2616.1,23.531,50.612,3088.5,22.724,66.22,231.42,339.21,94.738,76.772,31.681,8.9214,26.62,6.8257,19.176,1.659,33.169,13.902,23.622,1.2268,19.212,2.2596,5.0025,2.3708,0.025637,0.84719,0.10594,54.768,43.817,63.727,53.884,24.191,62.296,21.195,39.609,39.046,47.95,49.226,48.276,18.688
269,0.31088,3688.6,4489.2,9.37,27.115,42.261,2686.2,75.019,120.48,0.34137,80.064,50.213,2613.6,25.102,50.738,3086.3,22.013,66.102,235.06,339.51,94.769,76.874,31.73,8.7834,25.703,6.7134,18.95,1.6579,32.879,13.837,23.698,1.1293,19.167,2.298,4.9798,2.3259,0.025637,0.84719,0.10594,54.768,43.817,63.236,53.277,30.679,60.507,21.184,41.189,38.728,48.241,48.76,48.661,20.409
270,0.31132,3687.0,4480.3,9.2941,26.906,42.241,2690.3,75.171,120.38,0.34146,80.313,48.675,2618.8,25.42,51.092,3088.5,23.905,66.035,235.72,340.28,94.518,77.498,31.73,8.7834,25.703,6.7134,18.95,1.6579,32.879,13.837,23.698,1.1293,19.167,2.298,4.9798,2.3259,0.025637,0.84719,0.10594,54.768,43.817,63.265,53.383,30.636,61.771,21.768,41.177,34.2,49.061,48.562,46.282,15.877
271,0.31075,3718.6,4485.0,9.364,26.709,42.664,2694.4,74.799,120.29,0.33217,80.586,51.627,2621.9,27.015,51.942,3093.1,23.349,66.084,236.02,339.94,94.455,77.774,32.599,8.9939,25.758,6.7292,18.847,1.6934,33.149,13.84,23.363,1.4251,18.559,2.2545,4.913,2.2842,0.009431,0.82978,0.094888,53.747,42.949,63.813,53.833,30.744,62.509,21.423,40.645,42.889,51.029,49.044,43.594,17.146
272,0.31132,3682.1,4430.2,9.3724,26.841,42.526,2697.6,75.521,120.36,0.33355,80.843,48.562,2625.6,23.903,51.104,3096.4,22.976,66.206,234.53,340.16,94.222,77.827,32.599,8.9939,25.758,6.7292,18.847,1.6934,33.149,13.84,23.363,1.4251,18.559,2.2545,4.913,2.2842,0.009431,0.82978,0.094888,53.747,42.949,64.44,54.488,30.689,59.329,21.822,40.477,33.869,49.089,49.307,44.364,17.99
273,0.22948,3715.0,4479.4,9.4207,26.735,42.512,2693.8,74.69,120.29,0.33764,80.669,49.334,2622.1,25.776,51.112,3093.5,23.505,66.269,236.17,339.88,94.369,77.128,32.397,8.8654,25.741,6.9037,18.895,1.6661,33.125,13.969,23.259,1.4189,18.641,2.2739,4.8398,2.3726,0.009431,0.82978,0.094888,53.747,42.949,63.887,54.133,22.252,60.12,21.194,40.089,36.139,49.107,49.292,42.593,16.759
274,0.22915,3673.1,4519.3,9.2299,26.627,42.904,2689.8,74.678,120.27,0.33903,80.29,49.478,2618.0,26.199,49.399,3088.0,22.589,66.252,234.49,339.85,94.414,76.876,32.397,8.8654,25.741,6.9037,18.895,1.6661,33.125,13.969,23.259,1.4189,18.641,2.2739,4.8398,2.3726,0.009431,0.82978,0.094888,53.747,42.949,64.608,53.654,22.284,60.605,21.512,39.92,36.563,45.143,49.575,40.296,18.966
275,0.24357,3651.2,4498.1,9.3625,27.157,42.483,2686.6,75.446,120.27,0.35115,80.154,49.461,2614.8,24.012,49.602,3086.5,21.956,66.125,239.24,339.62,94.434,77.287,32.244,9.0453,25.752,6.8432,18.875,1.6603,32.552,13.664,23.418,1.3825,18.871,2.2613,4.8215,2.3212,0.009431,0.82978,0.094888,53.747,42.949,63.516,53.775,24.079,61.09,21.487,42.005,36.515,45.614,49.292,39.327,20.454
276,0.2448,3628.0,4481.9,9.2253,26.872,42.213,2686.0,75.363,120.3,0.35005,80.158,49.728,2614.4,25.582,48.917,3084.6,22.488,66.08,237.84,339.43,94.563,76.844,32.244,9.0453,25.752,6.8432,18.875,1.6603,32.552,13.664,23.418,1.3825,18.871,2.2613,4.8215,2.3212,0.015884,0.8696,0.10087,53.97,44.024,63.915,53.969,23.958,59.41,21.513,42.14,37.299,44.027,49.118,39.611,19.24
277,0.25559,3671.3,4463.2,9.3937,26.937,42.282,2685.5,74.462,120.32,0.3149,80.061,48.984,2613.2,25.526,50.084,3085.9,22.609,66.043,236.49,339.34,94.726,77.019,31.821,8.9218,25.934,6.9758,19.021,1.6841,33.01,13.916,23.173,1.2584,18.791,2.3013,4.7429,2.3282,0.015884,0.8696,0.10087,53.97,44.024,63.71,54.222,25.54,61.179,21.236,38.243,35.11,46.727,49.19,38.846,18.963
278,0.25582,3686.8,4484.6,9.3302,27.236,42.527,2688.4,75.198,120.39,0.31553,80.354,49.58,2616.4,25.5,50.656,3087.0,22.8,66.033,236.56,339.32,94.494,77.411,31.821,8.9218,25.934,6.9758,19.021,1.6841,33.01,13.916,23.173,1.2584,18.791,2.3013,4.7429,2.3282,0.015884,0.8696,0.10087,53.97,44.024,63.443,53.966,25.517,59.602,21.741,38.166,36.863,48.052,49.135,39.982,18.479
279,0.30082,3647.7,4496.1,9.256,26.854,42.108,2690.2,74.402,120.39,0.34462,80.669,49.892,2618.8,24.622,48.964,3089.0,22.183,66.109,237.91,339.17,94.613,77.715,32.606,8.928,25.968,7.032,19.377,1.6596,32.905,13.893,23.063,1.2551,18.852,2.3054,4.9428,2.3762,0.015884,0.8696,0.10087,53.97,44.024,62.926,53.442,29.455,63.532,21.326,41.331,37.783,44.137,48.961,40.217,19.901
280,0.29849,3695.6,4489.3,9.4921,26.956,42.281,2690.4,74.739,120.35,0.34556,80.605,51.753,2617.7,25.048,51.074,3090.3,22.196,66.162,235.12,339.02,94.659,77.313,32.606,8.928,25.968,7.032,19.377,1.6596,32.905,13.893,23.063,1.2551,18.852,2.3054,4.9428,2.3762,0.015884,0.8696,0.10087,53.97,44.024,62.101,53.523,29.684,59.612,21.292,41.217,43.258,49.02,49.151,39.076,19.888
281,0.22381,3607.0,4474.5,9.3552,26.757,42.236,2687.0,74.136,120.31,0.34445,80.324,51.495,2614.3,25.722,51.213,3085.3,22.936,66.182,238.25,339.75,94.816,77.442,32.309,8.9378,25.434,6.9031,19.237,1.6775,33.216,13.738,23.067,1.2447,19.217,2.2589,4.9269,2.3796,0.0067834,0.83924,0.10781,53.843,42.812,63.018,52.754,22.052,60.616,21.441,40.859,42.499,49.342,49.861,37.304,18.138
282,0.22826,3617.0,4472.8,9.3679,26.613,42.187,2688.9,74.566,120.34,0.34343,80.565,52.745,2617.3,24.789,48.865,3086.5,22.637,66.212,238.27,339.77,94.57,77.557,32.309,8.9378,25.434,6.9031,19.237,1.6775,33.216,13.738,23.067,1.2447,19.217,2.2589,4.9269,2.3796,0.0067834,0.83924,0.10781,53.843,42.812,62.847,52.774,21.614,61.931,21.716,40.984,46.178,43.907,50.256,37.307,18.822
283,0.25066,3676.5,4445.7,9.3761,26.923,42.418,2691.0,75.231,120.37,0.32565,80.693,49.938,2619.1,26.412,47.166,3089.2,22.726,66.269,238.96,339.54,94.767,77.411,32.203,9.1004,26.218,6.9334,18.931,1.6464,32.966,13.891,23.412,1.4407,19.125,2.3157,4.9742,2.2486,0.0067834,0.83924,0.10781,53.843,42.812,62.873,53.353,24.502,61.146,21.629,38.978,37.916,39.974,50.586,36.32,18.602
284,0.25103,3625.2,4459.8,9.3858,26.949,42.224,2690.0,74.69,120.36,0.32721,80.542,48.98,2618.2,24.197,49.186,3089.5,22.077,66.358,240.68,339.76,94.491,77.472,32.203,9.1004,26.218,6.9334,18.931,1.6464,32.966,13.891,23.412,1.4407,19.125,2.3157,4.9742,2.2486,0.0067834,0.83924,0.10781,53.843,42.812,63.756,53.184,24.465,61.94,21.565,38.788,35.099,44.65,50.824,35.832,20.138
285,0.25993,3664.5,4455.1,9.35,26.788,42.447,2688.0,73.748,120.4,0.34365,80.355,49.059,2616.1,23.529,49.196,3088.3,22.357,66.349,241.74,339.18,94.717,77.016,32.375,8.7831,25.74,6.8433,18.605,1.685,32.87,13.89,23.377,1.3305,19.33,2.2499,4.9706,2.3196,0.0067834,0.83924,0.10781,53.843,42.812,62.78,53.94,25.478,61.397,21.104,40.878,35.331,44.673,51.122,36.36,19.513
286,0.25987,3695.0,4450.5,9.4247,27.07,42.661,2686.8,74.497,120.37,0.34406,80.178,50.074,2614.6,24.335,49.616,3086.3,22.911,66.293,241.65,339.71,94.813,77.595,32.375,8.7831,25.74,6.8433,18.605,1.685,32.87,13.89,23.377,1.3305,19.33,2.2499,4.9706,2.3196,0.020581,0.84351,0.11553,54.205,43.76,62.255,53.995,25.484,62.772,21.516,40.827,38.317,45.646,50.781,34.531,18.188
287,0.24263,3714.1,4528.3,9.4339,26.854,41.974,2688.7,74.707,120.44,0.33897,80.311,47.393,2616.5,25.897,48.663,3086.8,24.117,66.285,242.61,339.67,94.516,77.153,32.772,8.9922,26.262,6.808,19.092,1.7119,33.181,14.021,23.351,1.2965,18.595,2.3093,4.9774,2.3405,0.020581,0.84351,0.11553,54.205,43.76,62.709,53.865,23.698,59.343,21.535,41.513,30.427,43.44,50.768,36.81,15.357
288,0.24216,3670.6,4540.3,9.3067,26.682,42.628,2691.1,74.933,120.46,0.3419,80.583,49.824,2619.7,24.957,49.84,3089.9,22.817,66.304,241.32,339.65,94.783,77.771,32.772,8.9922,26.262,6.808,19.092,1.7119,33.181,14.021,23.351,1.2965,18.595,2.3093,4.9774,2.3405,0.020581,0.84351,0.11553,54.205,43.76,63.458,53.722,23.744,61.691,21.669,41.156,37.583,46.163,50.952,37.438,18.39
289,0.19893,3680.7,4493.5,9.4344,26.524,42.58,2688.9,75.221,120.45,0.35872,80.578,52.803,2616.3,24.5,50.172,3089.1,24.088,66.37,241.66,339.22,94.353,77.32,32.299,8.8789,26.198,6.8511,18.956,1.6729,33.23,13.809,23.65,1.2147,18.983,2.26,4.8992,2.3043,0.020581,0.84351,0.11553,54.205,43.76,63.648,53.076,19.643,59.912,21.098,42.803,46.349,46.932,50.986,37.247,15.39
290,0.19678,3672.7,4463.3,9.3253,26.877,42.114,2688.7,74.859,120.49,0.35738,80.729,49.139,2617.9,24.367,47.993,3088.4,23.795,66.416,242.14,339.41,94.735,77.596,32.299,8.8789,26.198,6.8511,18.956,1.6729,33.23,13.809,23.65,1.2147,18.983,2.26,4.8992,2.3043,0.020581,0.84351,0.11553,54.205,43.76,63.785,53.438,19.854,61.515,21.506,42.967,35.567,41.889,51.008,39.449,16.05
291,0.24067,3660.2,4433.8,9.3376,26.913,41.943,2689.3,74.521,120.42,0.33507,80.83,48.592,2617.7,23.81,50.656,3088.3,22.828,66.515,241.27,339.46,94.54,77.735,32.399,8.831,25.673,6.9016,18.979,1.7018,32.811,13.715,23.311,1.2321,18.82,2.3037,4.8199,2.3214,0.019868,0.82302,0.097879,53.372,43.575,63.671,54.082,23.838,63.143,21.562,40.163,33.957,48.052,51.264,37.936,18.313
292,0.24006,3679.1,4492.0,9.3846,26.93,42.147,2686.0,73.748,120.5,0.3346,80.589,49.51,2614.2,24.404,49.994,3087.2,22.989,66.588,244.82,338.87,94.702,77.268,32.399,8.831,25.673,6.9016,18.979,1.7018,32.811,13.715,23.311,1.2321,18.82,2.3037,4.8199,2.3214,0.019868,0.82302,0.097879,53.372,43.575,63.347,53.385,23.897,63.728,20.909,40.22,36.659,46.521,51.057,39.487,17.97
293,0.22971,3684.1,4459.8,9.3706,27.132,42.42,2688.6,74.096,120.44,0.32623,80.743,49.464,2616.3,24.86,49.209,3087.5,21.178,66.539,242.28,339.34,94.579,77.61,32.133,8.8706,25.693,6.7814,18.907,1.6758,33.023,13.746,23.391,1.2896,19.244,2.3007,4.89,2.3223,0.019868,0.82302,0.097879,53.372,43.575,62.824,53.683,22.684,61.319,21.709,38.637,36.522,44.704,51.396,38.763,22.245
294,0.2309,3631.9,4489.7,9.4289,27.15,42.334,2688.0,74.73,120.51,0.32438,80.613,52.239,2615.5,23.847,49.841,3088.1,22.067,66.536,243.5,339.12,94.651,77.737,32.133,8.8706,25.693,6.7814,18.907,1.6758,33.023,13.746,23.391,1.2896,19.244,2.3007,4.89,2.3223,0.019868,0.82302,0.097879,53.372,43.575,63.722,53.324,22.567,60.118,21.192,38.863,44.689,46.166,51.399,41.68,20.127
295,0.2553,3688.7,4450.8,9.4564,27.175,42.683,2687.8,74.346,120.46,0.32704,80.653,50.475,2615.9,25.421,49.21,3089.3,23.76,66.564,244.71,338.94,94.602,77.536,32.134,8.8774,25.862,6.7741,19.228,1.67,33.299,13.7,23.403,1.2496,19.257,2.2921,4.9002,2.3756,0.019868,0.82302,0.097879,53.372,43.575,63.836,53.939,25.063,61.016,21.157,39.213,39.499,44.707,51.402,41.652,16.115
296,0.2538,3661.5,4474.3,9.3189,27.395,42.156,2689.4,74.371,120.54,0.32438,80.716,49.908,2617.0,24.095,50.508,3091.3,23.045,66.557,242.17,338.75,94.638,77.806,32.134,8.8774,25.862,6.7741,19.228,1.67,33.299,13.7,23.403,1.2496,19.257,2.2921,4.9002,2.3756,0.015563,0.83114,0.088657,53.823,43.268,64.304,53.657,25.21,63.551,21.07,39.537,37.828,47.71,51.213,43.885,17.788
297,0.25421,3737.0,4414.5,9.5442,26.915,42.515,2689.1,75.122,120.49,0.32232,80.738,49.182,2617.5,23.86,48.988,3091.6,24.05,66.576,239.77,338.74,94.51,77.258,32.508,8.9605,26.014,6.9999,19.505,1.6816,33.164,13.914,23.577,1.265,19.075,2.2955,4.98,2.3791,0.015563,0.83114,0.088657,53.823,43.268,63.167,53.536,25.267,60.431,21.044,38.431,35.694,44.192,51.307,44.093,15.432
298,0.25744,3715.0,4415.5,9.3351,27.182,42.861,2688.9,74.816,120.48,0.32048,80.569,47.915,2615.8,26.645,49.199,3089.5,24.355,66.56,242.04,338.95,94.608,77.167,32.508,8.9605,26.014,6.9999,19.505,1.6816,33.164,13.914,23.577,1.265,19.075,2.2955,4.98,2.3791,0.015563,0.83114,0.088657,53.823,43.268,63.546,53.524,24.949,62.336,21.324,38.656,31.965,44.679,50.985,44.957,14.723
299,0.21806,3633.3,4422.1,9.3485,27.221,42.521,2689.6,74.144,120.44,0.34711,80.61,50.177,2618.8,25.486,49.604,3087.1,24.436,66.51,242.22,339.92,94.636,77.957,32.292,9.0663,26.183,6.9209,19.078,1.6512,32.899,14.069,23.848,1.3204,19.357,2.2939,4.9528,2.2694,0.015563,0.83114,0.088657,53.823,43.268,62.966,52.667,21.435,63.479,22.109,41.104,38.62,45.617,50.856,44.22,14.477
300,0.21869,3620.0,4421.9,9.3242,26.794,42.449,2691.5,74.163,120.4,0.34425,80.831,50.987,2619.6,25.218,51.851,3090.3,22.729,66.56,240.66,340.13,94.628,77.907,32.292,9.0663,26.183,6.9209,19.078,1.6512,32.899,14.069,23.848,1.3204,19.357,2.2939,4.9528,2.2694,0.015563,0.83114,0.088657,53.823,43.268,63.196,52.669,21.373,59.675,21.737,41.452,41.006,50.818,50.875,44.529,18.503
301,0.23785,3661.6,4466.3,9.3657,26.661,41.917,2693.9,74.954,120.41,0.36672,81.052,49.569,2623.1,23.085,51.333,3093.3,22.135,66.626,241.51,339.67,94.559,77.765,32.251,8.9064,26.061,6.9165,18.92,1.7135,32.944,13.834,23.565,1.2201,18.568,2.2496,4.97,2.2714,0.0028536,0.84088,0.097519,53.506,43.068,63.099,53.097,23.166,62.601,21.432,43.1,36.83,49.619,50.868,44.463,19.885
302,0.23656,3655.7,4450.9,9.3504,26.698,42.648,2692.0,74.413,120.38,0.36538,80.653,49.786,2620.3,24.223,50.237,3092.0,23.432,66.628,242.3,339.83,94.574,77.143,32.251,8.9064,26.061,6.9165,18.92,1.7135,32.944,13.834,23.565,1.2201,18.568,2.2496,4.97,2.2714,0.0028536,0.84088,0.097519,53.506,43.068,63.2,53.281,23.292,59.878,21.467,43.263,37.47,47.082,50.761,44.328,16.851
303,0.24059,3688.0,4486.8,9.3697,26.771,42.511,2691.2,75.071,120.38,0.34031,80.294,51.075,2620.0,24.44,51.075,3090.4,23.766,66.518,241.72,340.2,94.771,77.122,32.492,8.9288,26.054,6.9162,18.77,1.6517,32.973,13.848,23.438,1.4172,18.835,2.291,4.9507,2.3756,0.0028536,0.84088,0.097519,53.506,43.068,62.648,53.201,23.506,63.374,21.679,40.223,41.263,49.022,50.782,43.63,16.082
304,0.23892,3668.2,4475.8,9.4278,27.127,42.356,2692.6,74.819,120.38,0.33747,80.198,49.249,2620.9,26.293,49.643,3092.2,22.604,66.374,242.27,340.48,94.639,77.351,32.492,8.9288,26.054,6.9162,18.77,1.6517,32.973,13.848,23.438,1.4172,18.835,2.291,4.9507,2.3756,0.0028536,0.84088,0.097519,53.506,43.068,62.989,53.333,23.669,65.512,21.615,40.57,35.89,45.709,50.709,44.211,18.846
305,0.21365,3683.1,4461.5,9.5213,26.983,42.928,2695.7,74.809,120.37,0.33864,80.223,51.9,2624.0,28.626,50.309,3093.7,23.579,66.307,241.71,341.01,94.695,77.599,32.406,8.827,26.3,6.9369,18.645,1.6791,33.324,13.839,23.691,1.2233,18.589,2.3039,5.033,2.4255,0.0028536,0.84088,0.097519,53.506,43.068,62.702,53.862,21.199,59.481,21.779,40.835,43.692,47.248,50.74,43.676,16.521
306,0.2144,3670.1,4441.7,9.3778,26.624,42.438,2701.0,75.349,120.41,0.33776,80.631,51.328,2629.9,26.3,50.122,3097.9,23.235,66.313,240.77,340.82,94.538,78.177,32.406,8.827,26.3,6.9369,18.645,1.6791,33.324,13.839,23.691,1.2233,18.589,2.3039,5.033,2.4255,0.023034,0.8334,0.10349,54.042,43.264,62.926,54.099,21.125,62.341,21.993,40.942,42.009,46.817,51.047,44.129,17.269
307,0.22119,3669.8,4475.1,9.4095,26.693,42.195,2702.9,74.388,120.28,0.34015,80.654,50.044,2632.4,25.008,51.696,3102.1,23.518,66.393,242.59,341.51,94.395,77.443,32.049,8.8915,26.353,6.7955,18.986,1.6522,33.253,13.942,23.774,1.3233,18.447,2.2539,4.9425,2.3675,0.023034,0.8334,0.10349,54.042,43.264,62.708,54.018,21.55,61.057,21.837,40.424,38.23,50.458,50.963,41.087,16.622
308,0.21908,3636.2,4508.1,9.3862,27.065,42.141,2705.2,74.277,120.24,0.34221,80.529,48.991,2634.0,24.159,50.471,3103.3,23.733,66.421,243.46,341.23,94.53,77.856,32.049,8.8915,26.353,6.7955,18.986,1.6522,33.253,13.942,23.774,1.3233,18.447,2.2539,4.9425,2.3675,0.023034,0.8334,0.10349,54.042,43.264,63.286,53.623,21.758,63.2,22.018,40.173,35.131,47.624,50.965,38.181,16.069
309,0.25414,3689.1,4436.3,9.4845,26.967,42.654,2705.6,74.611,120.26,0.35159,80.281,48.677,2633.0,25.073,47.34,3105.4,23.376,66.411,243.73,341.64,94.325,76.926,32.498,8.8428,26.287,6.9175,18.974,1.6766,32.672,13.883,24.051,1.2076,18.638,2.299,4.9429,2.3434,0.023034,0.8334,0.10349,54.042,43.264,63.631,53.637,25.021,61.206,21.666,41.902,34.205,40.377,51.02,36.997,16.975
310,0.25573,3708.3,4449.5,9.4029,26.966,42.154,2705.2,74.641,120.37,0.34879,79.925,51.144,2633.0,25.138,48.351,3101.7,22.681,66.283,245.67,341.97,94.592,77.418,32.498,8.8428,26.287,6.9175,18.974,1.6766,32.672,13.883,24.051,1.2076,18.638,2.299,4.9429,2.3434,0.023034,0.8334,0.10349,54.042,43.264,63.301,53.479,24.864,61.568,22.37,42.243,41.466,42.718,50.937,39.266,18.628
311,0.21044,3617.1,4465.5,9.318,26.874,42.335,2702.1,75.297,120.48,0.34516,79.829,48.401,2630.8,25.561,50.509,3100.2,22.966,66.173,244.56,342.06,94.633,77.036,32.488,8.7898,26.275,6.985,18.736,1.6944,33.24,13.822,23.94,1.0893,18.165,2.2765,4.9088,2.2831,0.0062275,0.81943,0.090225,53.473,43.515,63.823,53.283,20.608,61.665,22.135,41.243,33.396,47.711,50.941,43.12,18.004
