sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
470,0.76662,3691.6,4527.7,8.7719,26.991,42.044,2717.9,76.477,120.41,0.30886,79.894,49.944,2646.9,25.228,50.073,3112.9,22.315,67.074,251.47,342.78,94.518,77.271,32.392,8.8857,26.408,6.8171,17.531,1.7218,32.713,13.859,24.224,1.2751,17.841,2.3073,4.8426,2.2099,0.02552,0.80339,0.11355,54.662,44.15,62.84,54.698,75.126,56.657,22.809,36.099,37.937,46.702,52.811,41.568,19.548
471,0.7211,3703.5,4630.2,8.7686,26.447,42.115,2718.3,75.598,120.41,0.31024,80.049,51.619,2647.5,25.087,48.986,3112.6,22.517,67.041,248.67,342.2,94.593,77.481,32.309,9.0081,26.555,6.8712,18.598,1.7047,32.616,13.802,24.598,1.2266,18.267,2.353,4.7853,2.3075,0.025822,0.81347,0.11524,54.377,44.084,62.892,55.154,70.634,55.789,22.837,37.092,42.864,44.188,52.841,40.874,19.044
472,0.71858,3685.0,4646.9,8.7868,27.15,42.207,2715.6,75.627,120.39,0.31089,79.944,51.338,2644.2,24.859,50.13,3111.5,23.082,67.022,248.69,341.97,94.567,76.806,32.309,9.0081,26.555,6.8712,18.598,1.7047,32.616,13.802,24.598,1.2266,18.267,2.353,4.7853,2.3075,0.025822,0.81347,0.11524,54.377,44.084,63.211,54.953,70.882,56.474,22.622,37.012,42.038,46.835,52.376,40.748,17.758
473,0.72487,3650.9,4506.0,8.6554,26.794,42.408,2712.4,75.623,120.4,0.30579,79.803,51.866,2640.7,24.092,52.411,3109.2,23.721,66.976,244.65,341.14,94.581,76.943,31.877,9.0205,26.722,6.8865,19.094,1.745,33.695,13.927,24.491,1.3173,18.234,2.3557,4.8019,2.259,0.025822,0.81347,0.11524,54.377,44.084,63.358,54.142,71.506,58.626,22.297,36.124,43.59,52.114,52.277,40.567,16.252
474,0.72876,3648.6,4538.6,8.6511,27.266,42.106,2710.8,75.628,120.39,0.30558,79.827,50.466,2639.5,25.193,50.506,3107.7,22.803,66.876,243.83,341.05,94.764,77.075,31.877,9.0205,26.722,6.8865,19.094,1.745,33.695,13.927,24.491,1.3173,18.234,2.3557,4.8019,2.259,0.025822,0.81347,0.11524,54.377,44.084,63.397,53.752,71.124,58.692,22.698,36.15,39.472,47.704,51.896,40.51,18.432
475,0.77045,3677.8,4498.2,8.719,26.817,42.398,2710.7,76.553,120.41,0.32098,80.022,50.027,2640.4,24.785,49.644,3107.2,22.294,66.849,241.84,340.79,94.606,77.243,31.727,8.7446,27.176,6.7543,18.545,1.6758,32.258,13.834,24.521,1.2226,18.451,2.3509,4.879,2.2006,0.025822,0.81347,0.11524,54.377,44.084,62.764,53.005,75.44,58.267,22.439,37.678,38.18,45.71,51.619,41.007,19.628
476,0.76774,3681.8,4495.6,8.7908,26.832,42.37,2709.8,75.459,120.39,0.31852,80.055,49.598,2639.4,27.112,50.638,3106.8,22.782,66.817,240.85,341.0,94.689,76.945,31.727,8.7446,27.176,6.7543,18.545,1.6758,32.258,13.834,24.521,1.2226,18.451,2.3509,4.879,2.2006,0.019768,0.82598,0.10744,54.837,43.602,62.695,53.036,75.706,57.618,22.53,37.978,36.917,48.011,51.462,40.077,18.495
477,0.7876,3703.5,4498.5,8.6977,26.881,42.289,2709.2,75.847,120.42,0.3117,79.952,50.034,2638.0,25.824,49.267,3106.9,23.04,66.784,240.55,340.62,94.638,76.963,32.129,8.8334,26.71,6.6709,18.792,1.6995,32.584,13.763,24.698,1.3496,18.56,2.3022,4.7677,2.1626,0.019768,0.82598,0.10744,54.837,43.602,63.54,54.341,77.386,56.703,22.155,36.4,38.202,44.837,51.127,41.597,17.891
478,0.78846,3704.0,4557.8,8.7859,26.997,42.645,2707.2,74.782,120.36,0.31157,79.803,49.379,2634.8,26.53,49.434,3104.6,24.139,66.727,240.54,340.61,94.624,76.909,32.129,8.8334,26.71,6.6709,18.792,1.6995,32.584,13.763,24.698,1.3496,18.56,2.3022,4.7677,2.1626,0.019768,0.82598,0.10744,54.837,43.602,63.531,53.632,77.301,57.165,22.076,36.416,36.272,45.223,50.77,40.562,15.311
479,0.75073,3701.0,4489.4,8.5839,26.893,42.509,2706.9,74.379,120.43,0.30091,79.974,51.003,2635.5,24.212,48.363,3104.7,23.378,66.661,239.09,340.22,94.499,77.418,31.774,8.9023,26.634,6.6559,18.709,1.6267,32.847,13.952,24.576,1.3983,19.005,2.3303,4.8018,2.2156,0.019768,0.82598,0.10744,54.837,43.602,64.475,53.863,73.898,56.924,21.948,35.78,41.053,42.746,50.545,41.615,17.083
480,0.75098,3693.5,4496.2,8.7772,26.85,41.805,2704.9,76.079,120.4,0.29865,80.107,50.187,2633.3,25.668,48.479,3103.3,21.65,66.695,238.44,339.68,94.503,77.299,31.774,8.9023,26.634,6.6559,18.709,1.6267,32.847,13.952,24.576,1.3983,19.005,2.3303,4.8018,2.2156,0.019768,0.82598,0.10744,54.837,43.602,64.603,53.781,73.874,54.954,21.665,36.055,38.651,43.015,50.244,41.088,21.19
481,0.78855,3774.3,4486.2,8.7137,26.802,42.535,2704.2,75.262,120.43,0.32093,80.249,50.145,2632.8,25.308,50.235,3102.7,22.255,66.686,237.18,339.28,94.488,77.346,31.986,8.706,26.384,6.8302,18.663,1.699,32.888,13.901,24.204,1.3513,18.322,2.3444,4.8541,2.2367,0.038734,0.85922,0.09768,54.093,43.557,63.551,54.11,77.408,56.99,21.768,38.463,38.526,47.078,50.289,42.026,19.743
482,0.78723,3735.8,4524.2,8.6728,26.977,42.538,2702.0,75.635,120.4,0.32209,80.317,51.619,2631.3,25.642,49.862,3101.5,22.25,66.727,237.44,338.79,94.398,77.232,31.986,8.706,26.384,6.8302,18.663,1.699,32.888,13.901,24.204,1.3513,18.322,2.3444,4.8541,2.2367,0.038734,0.85922,0.09768,54.093,43.557,64.212,53.655,77.537,57.074,21.642,38.321,42.865,46.216,50.032,40.838,19.762
483,0.77076,3662.8,4480.7,8.7607,27.249,42.066,2701.0,75.985,120.43,0.31501,80.411,49.088,2629.7,24.702,49.946,3098.2,23.715,66.751,236.91,339.14,94.457,77.505,31.819,8.8398,26.945,6.868,19.115,1.7414,32.721,13.999,24.45,1.3451,18.15,2.333,4.8621,2.2864,0.038734,0.85922,0.09768,54.093,43.557,64.071,54.301,75.769,55.011,22.12,37.95,35.417,46.408,49.844,41.928,16.251
484,0.77065,3675.2,4537.6,8.7922,27.054,42.114,2698.3,76.079,120.4,0.31656,80.334,51.685,2625.9,25.868,50.029,3097.0,22.297,66.792,235.58,338.51,94.515,76.795,31.819,8.8398,26.945,6.868,19.115,1.7414,32.721,13.999,24.45,1.3451,18.15,2.333,4.8621,2.2864,0.038734,0.85922,0.09768,54.093,43.557,63.858,53.621,75.78,54.736,21.478,37.761,43.059,46.601,49.727,41.575,19.665
485,0.79027,3631.3,4453.5,8.7134,27.023,42.335,2693.8,74.948,120.38,0.32547,80.166,48.515,2622.1,24.742,50.495,3093.6,22.909,66.732,232.17,338.28,94.754,77.034,31.755,8.9701,26.327,7.0474,18.544,1.7089,32.602,14.087,24.386,1.2672,19.141,2.3267,4.8587,2.2716,0.038734,0.85922,0.09768,54.093,43.557,64.313,53.502,77.605,55.453,21.448,39.482,33.731,47.68,49.797,40.224,18.221
486,0.78829,3694.2,4491.9,8.6834,27.07,42.546,2692.1,75.377,120.39,0.32836,80.179,50.129,2620.2,24.991,48.766,3091.5,22.796,66.672,234.95,338.05,94.615,77.075,31.755,8.9701,26.327,7.0474,18.544,1.7089,32.602,14.087,24.386,1.2672,19.141,2.3267,4.8587,2.2716,0.02035,0.84653,0.10481,53.499,44.464,63.23,53.041,77.8,57.068,21.505,39.13,38.479,43.679,50.184,41.495,18.503
487,0.80141,3619.8,4524.9,8.6753,27.005,42.178,2691.9,75.483,120.36,0.33853,80.156,50.579,2619.3,24.924,51.348,3090.0,23.523,66.671,237.16,338.53,94.971,77.205,31.759,9.0181,26.381,6.9923,18.81,1.6545,32.767,13.747,23.904,1.3314,18.706,2.3414,4.9398,2.4457,0.02035,0.84653,0.10481,53.499,44.464,62.865,54.039,78.552,55.057,21.438,40.582,39.804,49.653,50.133,40.496,16.777
488,0.80053,3618.9,4547.6,8.6953,26.955,42.089,2693.0,75.174,120.39,0.33882,80.472,51.193,2620.5,23.666,51.095,3092.6,23.187,66.716,238.93,337.66,94.77,77.552,31.759,9.0181,26.381,6.9923,18.81,1.6545,32.767,13.747,23.904,1.3314,18.706,2.3414,4.9398,2.4457,0.02035,0.84653,0.10481,53.499,44.464,62.881,53.767,78.638,58.064,21.406,40.547,41.612,49.069,50.118,40.95,17.543
489,0.80487,3623.4,4479.2,8.7345,26.334,41.993,2695.3,75.262,120.41,0.30012,80.582,50.116,2623.4,26.205,49.62,3094.8,23.951,66.816,236.61,337.6,94.81,77.367,31.831,8.9309,26.197,6.9156,19.384,1.6825,33.086,14.038,24.223,1.3555,18.609,2.3443,4.8745,2.2771,0.02035,0.84653,0.10481,53.499,44.464,63.157,53.949,79.008,56.987,21.088,36.318,38.442,45.655,50.462,40.132,15.723
490,0.80422,3616.8,4508.7,8.7517,26.983,42.02,2696.3,73.941,120.42,0.30192,80.681,49.512,2624.5,25.687,51.971,3095.7,23.479,66.903,238.27,337.81,94.77,77.5,31.831,8.9309,26.197,6.9156,19.384,1.6825,33.086,14.038,24.223,1.3555,18.609,2.3443,4.8745,2.2771,0.02035,0.84653,0.10481,53.499,44.464,63.27,53.595,79.072,58.158,21.469,36.098,36.664,51.096,50.449,40.869,16.822
491,0.79995,3655.9,4429.8,8.8773,26.619,42.28,2696.2,74.552,120.4,0.33567,80.733,48.734,2624.8,24.747,49.05,3094.9,21.314,66.942,236.23,337.86,94.619,77.373,32.402,8.8592,25.786,6.7594,18.7,1.7317,32.344,13.925,23.627,1.4234,18.817,2.33,4.9128,2.2767,0.017125,0.86256,0.12413,54.222,44.238,63.201,53.078,78.927,57.483,21.365,39.863,34.374,44.336,50.469,41.317,21.944
492,0.80345,3650.1,4434.6,8.7343,26.792,41.978,2691.8,75.79,120.4,0.33458,80.465,51.195,2619.8,25.375,49.48,3092.5,21.892,66.943,234.77,337.96,94.841,77.099,32.402,8.8592,25.786,6.7594,18.7,1.7317,32.344,13.925,23.627,1.4234,18.817,2.33,4.9128,2.2767,0.017125,0.86256,0.12413,54.222,44.238,63.302,53.021,78.583,57.979,21.23,39.996,41.616,45.332,50.605,40.693,20.606
493,0.74566,3714.7,4497.3,8.7117,26.704,42.19,2688.9,74.78,120.4,0.32034,80.359,48.722,2617.1,26.266,49.445,3089.6,23.136,66.898,237.43,337.86,94.713,76.91,31.275,9.0278,26.22,7.0351,18.846,1.7003,32.368,14.017,23.579,1.1734,18.668,2.3674,4.9612,2.4014,0.017125,0.86256,0.12413,54.222,44.238,63.603,53.902,73.544,55.769,21.225,38.943,34.338,45.249,50.379,40.774,17.684
494,0.74797,3712.3,4482.8,8.8055,26.686,42.419,2687.5,74.011,120.42,0.32046,80.342,48.585,2615.5,25.522,49.462,3087.5,23.063,66.85,236.97,337.39,94.702,77.1,31.275,9.0278,26.22,7.0351,18.846,1.7003,32.368,14.017,23.579,1.1734,18.668,2.3674,4.9612,2.4014,0.017125,0.86256,0.12413,54.222,44.238,63.643,54.076,73.317,56.645,21.188,38.928,33.935,45.29,50.434,41.142,17.859
495,0.86235,3619.4,4481.2,8.6513,26.726,42.446,2689.6,75.512,120.4,0.33071,80.528,49.922,2617.0,25.414,48.598,3089.5,23.131,66.823,234.99,337.27,94.68,77.655,31.765,8.8033,26.017,6.9681,18.694,1.6908,32.324,14.147,23.7,1.3537,19.461,2.357,4.9394,2.2568,0.017125,0.86256,0.12413,54.222,44.238,62.81,53.737,84.231,58.612,21.058,40.37,37.871,43.289,50.624,40.813,17.648
496,0.86126,3613.3,4514.8,8.6883,26.954,42.509,2689.3,74.951,120.41,0.33453,80.563,51.543,2616.8,26.261,50.241,3090.6,23.631,66.883,237.51,337.42,94.803,77.242,31.765,8.8033,26.017,6.9681,18.694,1.6908,32.324,14.147,23.7,1.3537,19.461,2.357,4.9394,2.2568,0.001952,0.89058,0.096559,54.689,43.714,62.914,53.336,84.338,58.242,21.053,39.904,42.641,47.091,50.849,40.926,16.487
497,0.81959,3642.7,4490.4,8.7079,26.986,42.745,2690.0,75.433,120.42,0.3469,80.599,49.327,2617.9,24.618,50.889,3090.1,23.267,66.913,240.96,337.67,94.74,77.301,32.198,9.0013,26.107,6.9273,19.249,1.7302,32.706,14.022,23.592,1.3954,19.41,2.3413,4.9807,2.2624,0.001952,0.89058,0.096559,54.689,43.714,62.885,54.003,80.489,57.21,21.185,42.247,36.121,48.592,50.743,41.304,17.348
498,0.82164,3620.4,4496.3,8.7365,27.223,42.283,2689.2,74.59,120.37,0.34839,80.662,49.692,2617.2,25.81,51.238,3090.5,23.01,66.958,238.98,337.83,94.738,77.448,32.198,9.0013,26.107,6.9273,19.249,1.7302,32.706,14.022,23.592,1.3954,19.41,2.3413,4.9807,2.2624,0.001952,0.89058,0.096559,54.689,43.714,63.268,53.932,80.287,56.312,21.366,42.066,37.194,49.4,51.117,40.333,17.933
499,0.77754,3680.2,4415.3,8.7293,26.792,41.663,2689.8,75.744,120.42,0.3396,80.692,51.408,2618.3,26.111,49.194,3088.2,23.617,67.017,241.13,338.69,94.703,77.341,32.676,8.9541,25.987,7.0015,19.165,1.7462,32.684,13.876,23.354,1.1737,19.323,2.3693,4.8168,2.3081,0.001952,0.89058,0.096559,54.689,43.714,62.535,53.505,76.802,56.558,21.529,40.179,42.245,44.669,51.121,40.531,16.492
500,0.7786,3674.5,4399.8,8.7669,27.059,42.049,2685.7,74.378,120.38,0.33588,80.51,50.026,2613.7,24.712,47.821,3086.0,22.948,67.012,240.81,337.71,94.778,77.514,32.676,8.9541,25.987,7.0015,19.165,1.7462,32.684,13.876,23.354,1.1737,19.323,2.3693,4.8168,2.3081,0.001952,0.89058,0.096559,54.689,43.714,62.633,53.69,76.698,57.434,21.078,40.633,38.176,41.491,51.347,40.196,18.076
501,0.72813,3663.7,4450.8,8.7644,26.792,42.02,2684.3,73.802,120.41,0.32183,80.473,48.138,2612.1,23.445,50.041,3084.6,23.715,67.023,242.2,337.93,94.917,76.865,32.097,8.8984,25.807,6.6554,19.178,1.6941,32.516,13.885,23.266,1.3306,19.105,2.3767,4.9792,2.245,0.0099055,0.88366,0.12967,53.588,43.461,62.09,53.214,72.06,56.216,20.994,38.629,32.622,46.629,52.211,41.241,16.308
502,0.72971,3604.7,4462.1,8.6572,26.826,42.253,2682.3,75.464,120.38,0.3226,80.316,49.837,2610.4,25.18,50.119,3082.1,22.284,66.98,246.32,338.13,94.857,77.401,32.097,8.8984,25.807,6.6554,19.178,1.6941,32.516,13.885,23.266,1.3306,19.105,2.3767,4.9792,2.245,0.0099055,0.88366,0.12967,53.588,43.461,63.105,53.079,71.905,57.488,21.209,38.535,37.619,46.81,52.388,40.021,19.686
503,0.78193,3714.4,4445.2,8.7992,26.602,42.144,2685.3,75.124,120.44,0.32346,80.495,50.507,2612.8,25.915,49.73,3085.3,23.405,67.027,244.01,337.73,94.76,77.224,32.323,8.9435,25.637,6.9495,19.165,1.6983,33.103,13.858,23.01,1.3568,19.11,2.3748,4.9251,2.3533,0.0099055,0.88366,0.12967,53.588,43.461,64.304,53.183,77.37,56.975,20.919,38.751,39.591,45.909,53.133,42.11,17.045
504,0.78377,3755.1,4441.7,8.6704,26.737,42.492,2685.6,74.542,120.4,0.32417,80.657,50.327,2613.7,26.149,48.802,3086.6,22.906,67.092,247.98,337.18,94.432,77.545,32.323,8.9435,25.637,6.9495,19.165,1.6983,33.103,13.858,23.01,1.3568,19.11,2.3748,4.9251,2.3533,0.0099055,0.88366,0.12967,53.588,43.461,63.604,53.225,77.188,60.375,20.801,38.664,39.062,43.761,53.317,40.721,18.191
505,0.76259,3654.4,4435.2,8.7698,26.861,42.303,2686.6,73.959,120.43,0.31744,80.846,49.254,2615.1,23.341,50.424,3085.2,23.336,67.222,249.42,338.17,94.681,77.696,31.774,8.9114,26.01,6.9012,19.458,1.7251,32.583,13.88,23.547,1.2426,19.497,2.319,4.9629,2.1918,0.0099055,0.88366,0.12967,53.588,43.461,62.831,53.268,74.943,58.175,21.218,38.837,35.906,47.516,53.718,42.058,17.141
506,0.76288,3647.5,4455.2,8.757,26.794,42.379,2685.1,74.852,120.41,0.32328,80.874,51.847,2614.0,28.142,48.284,3087.8,23.745,67.347,249.21,337.44,94.612,77.646,31.774,8.9114,26.01,6.9012,19.458,1.7251,32.583,13.88,23.547,1.2426,19.497,2.319,4.9629,2.1918,0.023577,0.88041,0.096327,54.337,44.13,62.951,53.029,74.915,58.966,20.999,38.124,43.536,42.563,54.176,40.347,16.155
507,0.81609,3652.0,4409.6,8.8746,26.916,42.264,2687.6,74.062,120.42,0.32346,80.929,50.314,2616.0,25.204,51.001,3088.3,23.16,67.444,251.44,337.86,94.593,77.764,31.948,8.8249,25.699,7.024,19.329,1.731,32.911,13.845,23.461,1.2343,19.252,2.3516,4.965,2.3433,0.023577,0.88041,0.096327,54.337,44.13,63.256,52.765,80.404,58.149,21.052,38.755,39.023,48.85,54.462,41.451,17.518
508,0.81534,3680.8,4409.3,8.8001,26.609,41.96,2689.0,74.145,120.41,0.32424,80.899,49.548,2617.0,24.187,48.872,3089.0,23.357,67.521,251.84,338.24,94.593,77.693,31.948,8.8249,25.699,7.024,19.329,1.731,32.911,13.845,23.461,1.2343,19.252,2.3516,4.965,2.3433,0.023577,0.88041,0.096327,54.337,44.13,62.761,52.769,80.478,58.291,21.172,38.66,36.769,43.924,54.908,41.251,17.037
509,0.80366,3587.1,4399.1,8.7886,27.069,42.495,2687.5,74.551,120.39,0.31996,80.748,51.267,2615.7,25.364,50.168,3087.9,23.267,67.58,253.17,338.42,94.652,77.558,31.989,8.9533,25.923,6.8873,18.718,1.6922,32.745,13.709,23.684,1.1955,19.203,2.3429,4.9875,2.2622,0.023577,0.88041,0.096327,54.337,44.13,63.218,53.103,78.992,57.37,21.21,38.304,41.829,46.923,55.268,40.792,17.261
510,0.80387,3595.5,4453.1,8.8764,27.305,42.149,2690.2,74.933,120.39,0.31901,80.826,49.347,2617.2,24.688,49.858,3090.4,23.449,67.608,255.97,339.16,94.765,77.659,31.989,8.9533,25.923,6.8873,18.718,1.6922,32.745,13.709,23.684,1.1955,19.203,2.3429,4.9875,2.2622,0.023577,0.88041,0.096327,54.337,44.13,63.075,52.457,78.972,57.264,21.511,38.42,36.178,46.206,55.499,40.48,16.803
511,0.80319,3669.4,4445.1,8.7665,27.029,42.244,2692.0,74.485,120.43,0.30562,80.68,51.786,2620.6,23.993,48.661,3090.7,23.001,67.65,254.52,339.48,94.655,77.469,31.718,9.0246,26.14,7.0428,19.047,1.7358,32.551,14.053,23.271,1.2003,19.423,2.3691,5.006,2.3792,0.0095302,0.86502,0.095718,53.856,43.877,62.932,54.01,78.703,59.599,21.493,36.35,43.357,43.436,56.105,41.656,17.881
512,0.80338,3681.2,4450.2,8.7629,26.991,42.484,2692.0,73.677,120.38,0.30308,80.503,50.58,2620.4,24.672,50.493,3091.1,22.929,67.632,257.41,340.46,94.584,77.069,31.718,9.0246,26.14,7.0428,19.047,1.7358,32.551,14.053,23.271,1.2003,19.423,2.3691,5.006,2.3792,0.0095302,0.86502,0.095718,53.856,43.877,62.729,53.949,78.684,58.968,21.644,36.661,39.807,47.674,56.328,40.98,18.091
513,0.83187,3643.0,4475.1,8.8818,27.038,42.36,2691.8,73.937,120.42,0.34346,80.369,50.392,2619.7,25.883,49.793,3091.6,23.316,67.591,260.3,340.17,94.727,77.278,32.349,8.9755,25.804,6.8155,19.573,1.7008,32.925,13.914,23.221,1.0907,18.837,2.3634,4.9885,2.4426,0.0095302,0.86502,0.095718,53.856,43.877,61.944,52.826,81.72,57.565,21.745,41.014,39.253,46.054,56.554,41.226,17.172
514,0.83283,3621.0,4484.8,8.9616,26.738,42.017,2693.6,74.973,120.38,0.34374,80.272,49.174,2622.0,26.929,49.724,3092.0,23.586,67.56,260.97,340.64,94.78,77.288,32.349,8.9755,25.804,6.8155,19.573,1.7008,32.925,13.914,23.221,1.0907,18.837,2.3634,4.9885,2.4426,0.0095302,0.86502,0.095718,53.856,43.877,62.324,52.709,81.626,57.826,21.784,40.979,35.669,45.894,56.977,39.954,16.544
515,0.77266,3685.2,4422.7,8.8111,26.957,42.165,2695.9,73.65,120.42,0.33168,80.412,49.522,2624.8,25.482,50.004,3093.1,23.13,67.591,263.41,341.18,94.532,77.62,32.298,8.9667,25.862,6.9746,18.972,1.7279,32.967,13.886,23.473,1.3336,18.911,2.3503,4.9946,2.2694,0.0095302,0.86502,0.095718,53.856,43.877,63.167,52.074,75.851,58.487,22.177,38.985,36.694,46.544,57.24,41.209,17.6
516,0.77149,3663.8,4364.7,8.8713,26.751,42.295,2698.2,74.589,120.41,0.33271,80.494,48.157,2626.5,26.461,49.348,3093.4,23.428,67.635,262.0,342.01,94.549,77.467,32.298,8.9667,25.862,6.9746,18.972,1.7279,32.967,13.886,23.473,1.3336,18.911,2.3503,4.9946,2.2694,0.022702,0.85007,0.099211,53.439,43.952,63.535,52.767,75.966,58.103,22.168,38.86,32.677,45.025,57.518,40.958,16.888
517,0.77647,3653.1,4445.1,8.8728,27.139,42.456,2698.0,75.331,120.42,0.32827,80.451,48.167,2626.1,25.477,50.066,3095.8,23.193,67.676,263.27,341.8,94.589,77.733,32.13,8.8602,25.598,6.6008,18.505,1.7219,33.352,14.021,23.246,1.1551,18.239,2.3589,4.9352,2.2295,0.022702,0.85007,0.099211,53.439,43.952,62.312,53.196,76.179,59.744,22.071,38.766,32.705,46.688,57.736,41.545,17.417
518,0.77473,3606.1,4440.1,8.8213,26.917,42.536,2699.7,74.55,120.4,0.3276,80.494,48.465,2629.0,24.461,49.043,3096.6,23.762,67.732,264.47,342.43,94.583,77.553,32.13,8.8602,25.598,6.6008,18.505,1.7219,33.352,14.021,23.246,1.1551,18.239,2.3589,4.9352,2.2295,0.022702,0.85007,0.099211,53.439,43.952,63.121,53.255,76.35,59.889,22.464,38.847,33.584,44.32,57.961,41.244,16.066
519,0.79258,3739.9,4498.1,8.9536,27.048,42.865,2701.4,74.947,120.43,0.34369,80.479,52.136,2630.7,24.808,50.17,3098.9,23.063,67.773,263.76,342.51,94.363,77.591,32.36,8.8508,26.221,6.9347,19.06,1.7282,33.138,13.72,23.18,1.3755,18.589,2.3486,4.9243,2.3272,0.022702,0.85007,0.099211,53.439,43.952,64.186,53.714,77.742,58.138,22.288,40.68,44.386,46.928,58.355,42.172,17.719
520,0.79035,3728.5,4477.1,8.802,26.966,42.446,2702.7,74.24,120.43,0.34455,80.497,48.761,2631.0,26.193,48.552,3099.5,22.75,67.842,268.03,342.99,94.304,77.761,32.36,8.8508,26.221,6.9347,19.06,1.7282,33.138,13.72,23.18,1.3755,18.589,2.3486,4.9243,2.3272,0.022702,0.85007,0.099211,53.439,43.952,64.383,53.965,77.961,60.602,22.301,40.575,34.453,43.182,58.302,41.608,18.435
521,0.7671,3643.3,4471.5,8.9653,26.758,42.168,2702.5,75.344,120.4,0.31256,80.508,51.526,2632.6,23.055,48.182,3098.7,23.459,67.838,267.71,342.9,94.31,77.868,32.327,8.9453,26.672,6.7034,18.854,1.7326,33.261,13.876,23.667,1.3038,18.398,2.3817,4.9516,2.3386,0.020551,0.84271,0.097484,53.534,43.332,63.028,52.671,75.738,58.855,22.411,36.501,42.59,42.326,58.313,41.828,16.73
522,0.76829,3636.8,4444.4,8.9619,26.725,42.449,2702.8,73.911,120.36,0.30975,80.422,49.169,2631.6,26.135,51.142,3098.7,22.876,67.869,267.01,343.23,94.445,77.395,32.327,8.9453,26.672,6.7034,18.854,1.7326,33.261,13.876,23.667,1.3038,18.398,2.3817,4.9516,2.3386,0.020551,0.84271,0.097484,53.534,43.332,63.138,52.995,75.621,58.216,22.346,36.844,35.655,49.176,58.549,40.999,18.139
523,0.77174,3689.2,4461.4,8.9202,26.992,42.428,2702.3,73.844,120.42,0.32582,80.226,50.181,2631.5,25.582,52.893,3098.4,22.71,67.877,267.33,343.5,94.367,77.365,32.699,8.9336,25.875,7.0389,18.47,1.7083,33.458,13.623,23.704,1.3616,18.513,2.3651,4.8303,2.3239,0.020551,0.84271,0.097484,53.534,43.332,64.326,53.267,75.603,60.153,22.583,39.003,38.633,53.23,58.7,42.101,18.542
524,0.77173,3718.8,4468.5,8.9074,26.92,42.503,2704.2,74.229,120.38,0.32571,80.312,50.658,2633.1,25.345,49.238,3099.1,22.611,67.859,268.15,343.78,94.386,77.438,32.699,8.9336,25.875,7.0389,18.47,1.7083,33.458,13.623,23.704,1.3616,18.513,2.3651,4.8303,2.3239,0.020551,0.84271,0.097484,53.534,43.332,63.817,53.182,75.604,60.28,22.543,39.017,40.037,44.772,58.805,41.604,18.767
525,0.73066,3625.5,4463.1,8.8724,27.104,42.049,2705.3,73.925,120.41,0.30104,80.289,48.408,2634.5,24.654,50.366,3099.2,22.864,67.87,271.28,344.56,94.423,77.656,32.058,8.8781,25.996,6.7683,18.949,1.7181,33.458,13.824,23.489,1.2924,18.563,2.3044,4.9362,2.3314,0.020551,0.84271,0.097484,53.534,43.332,62.489,54.208,71.9,59.155,22.856,35.154,33.415,47.381,58.705,41.081,18.141
526,0.7284,3639.9,4447.3,9.0725,26.527,42.453,2707.7,75.389,120.36,0.29737,80.306,51.668,2636.7,25.523,49.376,3101.3,22.895,67.883,267.03,344.25,94.569,77.511,32.058,8.8781,25.996,6.7683,18.949,1.7181,33.458,13.824,23.489,1.2924,18.563,2.3044,4.9362,2.3314,0.017642,0.8222,0.095806,53.199,44.061,62.242,54.397,72.123,56.712,22.694,35.601,43.008,45.089,59.091,40.615,18.075
527,0.78945,3706.9,4419.2,8.8241,27.026,42.176,2709.8,74.161,120.43,0.32296,80.319,50.879,2639.0,24.647,49.808,3103.6,23.29,67.921,268.99,344.46,94.436,77.688,32.481,8.8997,25.897,6.8695,18.567,1.6964,33.7,13.71,23.642,1.3504,18.412,2.3387,4.8816,2.3389,0.017642,0.8222,0.095806,53.199,44.061,63.441,53.569,77.92,58.943,22.901,37.711,40.688,46.09,59.018,41.884,17.114
528,0.78995,3732.4,4410.8,9.0067,26.9,42.261,2710.9,75.362,120.41,0.32094,80.323,49.917,2641.0,24.292,51.099,3104.5,22.468,67.924,270.42,345.14,94.334,77.555,32.481,8.8997,25.897,6.8695,18.567,1.6964,33.7,13.71,23.642,1.3504,18.412,2.3387,4.8816,2.3389,0.017642,0.8222,0.095806,53.199,44.061,63.003,53.669,77.871,59.267,23.108,37.958,37.856,49.076,58.991,41.165,19.068
